course,access,category,holes,city_state,st,county,lon,lat
Oakland Beach Golf Course,Public,Public,18,"Conneaut Lake,PA",PA,Crawford County,-80.295747,41.62695
Pleasant Valley Country Club,Semi Private,Public,18,"Connellsville,PA",PA,Fayette County,-79.541108,40.068559
Wedgewood Golf Club,Public,Public,27,"Coopersburg,PA",PA,Lehigh County,-75.438089,40.541309
Locust Valley Golf Club,Public,Public,18,"Coopersburg,PA",PA,Lehigh County,-75.40335,40.499279
Tumblebrook Golf Course,Public,Public,9,"Coopersburg,PA",PA,Lehigh County,-75.374869,40.517034
Montour Heights Country Club,Private,Private,18,"Coraopolis,PA",PA,Allegheny County,-80.19709,40.503633
Scally's Golf Center,Public,Public,9,"Coraopolis,PA",PA,Allegheny County,-80.196999,40.479689
North Hills Golf Course,Municipal,Public,18,"Corry,PA",PA,Erie County,-79.649369,41.942512
Corry Country Club,Private,Private,9,"Corry,PA",PA,Erie County,-79.623972,41.940226
Carter Heights Golf Course,Public,Public,9,"Corry,PA",PA,Erie County,-79.715009,41.971019
Coudersport Golf Club,Public,Public,18,"Coudersport,PA",PA,Potter County,-77.938203,41.733489
Cranberry Highlands Golf Course,Municipal,Public,18,"Cranberry Twp,PA",PA,Butler County,-80.137485,40.736238
Summit Country Club,Public,Public,18,"Cresson,PA",PA,Cambria County,-78.574554,40.473497
Eagles Ridge Golf Club,Public,Public,18,"Curwensville,PA",PA,Clearfield County,-78.57282,40.912161
Newberry Estate Country Club,Private,Private,9,"Dallas,PA",PA,Luzerne County,-75.951621,41.328596
Irem Country Club,Semi Private,Public,18,"Dallas,PA",PA,Luzerne County,-75.978243,41.351726
Huntsville Golf Club,Semi Private,Public,18,"Dallas,PA",PA,Luzerne County,-76.01311,41.311138
Lehman Golf Club,Public,Public,9,"Dallas,PA",PA,Luzerne County,-76.009304,41.325087
Twin Oaks Golf Course,Public,Public,9,"Dallas,PA",PA,Luzerne County,-75.899984,41.38938
Woodstone Golf Club,Private,Private,18,"Danielsville,PA",PA,Northampton County,-75.508318,40.784098
Frosty Valley Country Club,Private,Private,18,"Danville,PA",PA,Montour County,-76.573689,40.967809
Liberty Valley Country Club,Public,Public,18,"Danville,PA",PA,Montour County,-76.682173,40.985295
Cherokee Golf Course,Public,Public,18,"Danville,PA",PA,Northumberland County,-76.591195,40.930104
Grassy Lane Golf Club,Public,Public,9,"Darlington,PA",PA,Beaver County,-80.456094,40.827595
Linden Hall Golf Course,Public,Public,18,"Dawson,PA",PA,Fayette County,-79.700375,40.066617
White Oak Golf Course,Public,Public,18,"Dayton,PA",PA,Armstrong County,-79.23408,40.856268
Water Gap Country Club,Public,Public,18,"Delaware Water Gap,PA",PA,Monroe County,-75.149125,40.960994
Cloverleaf Golf Course,Public,Public,36,"Delmont,PA",PA,Westmoreland County,-79.581977,40.39858
Range End Country Club,Public,Public,18,"Dillsburg,PA",PA,York County,-77.047138,40.107523
Donegal Highlands Golf Course,Public,Public,18,"Donegal,PA",PA,Westmoreland County,-79.389359,40.112305
Arrowhead Golf Course,Public,Public,36,"Douglassville,PA",PA,Berks County,-75.759175,40.307528
Blackwood Golf Course,Public,Public,18,"Douglassville,PA",PA,Berks County,-75.743147,40.245489
Midlantic Golf Club,Public,Public,18,"Dover,PA",PA,York County,-76.854626,39.994861
Downingtown Golf Club,Public,Public,18,"Downingtown,PA",PA,Chester County,-75.683014,40.014137
Doylestown Country Club,Private,Private,18,"Doylestown,PA",PA,Bucks County,-75.121973,40.30394
Twining Valley Golf and Fitness Club,Municipal,Public,18,"Dresher,PA",PA,Montgomery County,-75.153519,40.141789
Sand Springs County Club,Public,Public,18,"Drums,PA",PA,Luzerne County,-75.989778,41.031406
Edgewood In The Pines Golf Club,Public,Public,18,"Drums,PA",PA,Luzerne County,-75.958711,41.038945
DuBois Country Club,Public,Public,18,"Du Bois,PA",PA,Clearfield County,-78.754949,41.133485
Treasure Lake,Public,Public,36,"Du Bois,PA",PA,Clearfield County,-78.726919,41.16432
Eagles Mere Country Club,Private,Private,18,"Eagles Mere,PA",PA,Sullivan County,-76.592625,41.410629
Terra Greens Golf Course,Municipal,Public,9,"East Stroudsburg,PA",PA,Monroe County,-75.172082,41.014901
Great Bear Golf & Country Club,Semi Private,Public,18,"East Stroudsburg,PA",PA,Monroe County,-75.064409,41.058674
Northampton Country Club,Private,Private,18,"Easton,PA",PA,Northampton County,-75.286822,40.666505
Sawmill Golf Course,Public,Public,18,"Easton,PA",PA,Northampton County,-75.271772,40.766069
The Club At Morgan Hill,Public,Public,18,"Easton,PA",PA,Northampton County,-75.196056,40.665827
Riverview Country Club,Public,Public,18,"Easton,PA",PA,Northampton County,-75.187836,40.732091
Appledale Golf Course,Public,Public,9,"Ebensburg,PA",PA,Cambria County,-78.731323,40.480437
Ebensburg Country Club,Public,Public,18,"Ebensburg,PA",PA,Cambria County,-78.706217,40.488404
Edgmont Country Club,Private,Private,18,"Edgmont,PA",PA,Delaware County,-75.451332,39.974579
Culbertson Hills Golf Resort,Public,Public,18,"Edinboro,PA",PA,Erie County,-80.112214,41.879833
Rolling Green Golf Course,Public,Public,18,"Eighty Four,PA",PA,Washington County,-80.078011,40.18694
Foxwood Acres Golf Course,Public,Public,9,"Eighty Four,PA",PA,Washington County,-80.061466,40.111414
Seven Springs Country Club,Public,Public,18,"Elizabeth,PA",PA,Allegheny County,-79.846239,40.231285
Butler's Golf Course Inc,Public,Public,36,"Elizabeth,PA",PA,Allegheny County,-79.81346,40.268654
Par Line Golf Course,Public,Public,18,"Elizabethtown,PA",PA,Dauphin County,-76.657028,40.174626
Connoquenessing Country Club,Private,Private,18,"Ellwood City,PA",PA,Beaver County,-80.270961,40.832467
Olde Stonewall Golf Club,Public,Public,18,"Ellwood City,PA",PA,Beaver County,-80.270902,40.83094
Stonewall Links,Private,Private,36,"Elverson,PA",PA,Chester County,-75.792879,40.151656
French Creek Golf Course,Semi Private,Public,18,"Elverson,PA",PA,Chester County,-75.805211,40.149912
Knoebels Three Ponds Golf Club,Public,Public,18,"Elysburg,PA",PA,Columbia County,-76.517406,40.873824
Indian Creek Golf Club,Public,Public,18,"Emmaus,PA",PA,Lehigh County,-75.512919,40.526054
Emporium Country Club,Public,Public,18,"Emporium,PA",PA,Cameron County,-78.241858,41.506961
Millcreek Golf and Learning Center,Municipal,Public,9,"Erie,PA",PA,Erie County,-80.148056,42.094145
Joseph Martin Golf Club,Municipal,Public,9,"Erie,PA",PA,Erie County,-80.081123,42.099538
Lake Shore Country Club,Private,Private,18,"Erie,PA",PA,Erie County,-80.218718,42.080017
Kahkwa Club,Private,Private,18,"Erie,PA",PA,Erie County,-80.209566,42.056542
Lawrence Park Golf Club,Private,Private,18,"Erie,PA",PA,Erie County,-80.022226,42.154019
Erie Golf Club,Public,Public,18,"Erie,PA",PA,Erie County,-80.118807,42.053594
Orchard Pond Golf Course,Public,Public,9,"Erie,PA",PA,Erie County,-80.108384,42.037372
Lake Pleasant Golf Course,Public,Public,9,"Erie,PA",PA,Erie County,-79.982211,42.06353
Gospel Hill Country Club,Public,Public,18,"Erie,PA",PA,Erie County,-79.976902,42.127973
Harbor Ridge Golf Course,Public,Public,9,"Erie,PA",PA,Erie County,-79.937192,42.143767
Whispering Woods Golf Course,Public,Public,18,"Erie,PA",PA,Erie County,-80.142961,42.039038
Valley Green Golf Course,Public,Public,18,"Etters,PA",PA,York County,-76.782596,40.157935
Down River Golf Club,Public,Public,18,"Everett,PA",PA,Bedford County,-78.354364,40.014866
Fox Hill Country Club,Private,Private,18,"Exeter,PA",PA,Luzerne County,-75.806227,41.332793
Four Seasons Golf Course,Public,Public,18,"Exeter,PA",PA,Luzerne County,-75.831627,41.330509
Westmoreland Country Club,Private,Private,45,"Export,PA",PA,Westmoreland County,-79.628379,40.395334
Manor Valley Country Club,Public,Public,18,"Export,PA",PA,Westmoreland County,-79.632544,40.388474
Whitford Country Club,Semi Private,Public,18,"Exton,PA",PA,Chester County,-75.666706,40.030951
Stone Hedge Golf Course,Public,Public,18,"Factoryville,PA",PA,Wyoming County,-75.78337,41.567914
Carroll Valley Resort Golf Course,Public,Public,18,"Fairfield,PA",PA,Adams County,-77.376395,39.764445
Mountain View Golf Club,Public,Public,18,"Fairfield,PA",PA,Adams County,-77.365031,39.7988
Oxford Valley Golf Club,Municipal,Public,9,"Fairless Hills,PA",PA,Bucks County,-74.857827,40.174609
Beechwood Country Club,Public,Public,18,"Fairview,PA",PA,Erie County,-80.184815,42.018445
Beechwood Golf Course,Public,Public,18,"Falls Creek,PA",PA,Jefferson County,-78.823255,41.156197
Emanon Country Club,Public,Public,18,"Falls,PA",PA,Wyoming County,-75.859087,41.447899
Nemacolin Woodlands Resort and Spa,Public,Public,36,"Farmington,PA",PA,Fayette County,-79.554503,39.803216
Mount Summit Golf Course,Public,Public,9,"Farmington,PA",PA,Fayette County,-79.65886,39.845514
Caledonia Golf Club,Municipal,Public,18,"Fayetteville,PA",PA,Franklin County,-77.477497,39.904859
Penn National Golf Club & Inn,Public,Public,36,"Fayetteville,PA",PA,Franklin County,-77.553068,39.864804
Conocodell Golf Club,Public,Public,9,"Fayetteville,PA",PA,Franklin County,-77.549697,39.913552
Scenic Valley Golf Course,Public,Public,18,"Finleyville,PA",PA,Washington County,-80.045772,40.277328
Lakeland Golf Course,Public,Public,9,"Fleetville,PA",PA,Lackawanna County,-75.717981,41.598453
Moselem Springs Golf Club,Semi Private,Public,18,"Fleetwood,PA",PA,Berks County,-75.847556,40.500695
Pleasant Hill Golf Course,Public,Public,18,"Fleetwood,PA",PA,Berks County,-75.872051,40.469617
Golden Oaks Golf Club,Public,Public,18,"Fleetwood,PA",PA,Berks County,-75.823112,40.422789
Rich Maiden Golf Course,Public,Public,18,"Fleetwood,PA",PA,Berks County,-75.876323,40.482321
Philadelphia Cricket Club At Flourtown,Private,Private,36,"Flourtown,PA",PA,Montgomery County,-75.222574,40.108847
Flourtown Country Club,Private,Private,9,"Flourtown,PA",PA,Montgomery County,-75.207939,40.10267
Lenape Heights Golf Course,Public,Public,18,"Ford City,PA",PA,Armstrong County,-79.521139,40.743499
Hunter Station Golf Course,Public,Public,18,"Forest City,PA",PA,Forest County,-79.378196,41.481328
Panorama Golf Course,Public,Public,18,"Forest City,PA",PA,Susquehanna County,-75.539531,41.646343
Manufacturers Golf & Country Club,Private,Private,18,"Fort Washington,PA",PA,Montgomery County,-75.177089,40.13097
Foxburg Country Club,Public,Public,9,"Foxburg,PA",PA,Clarion County,-79.677308,41.150671
Whitetail Run Golf Course,Public,Public,9,"Franklin,PA",PA,Venango County,-79.822538,41.488742
Lucky Hills Golf Course Inc.,Public,Public,9,"Franklin,PA",PA,Venango County,-79.811868,41.429281
Speers Public Golf Course,Public,Public,9,"Franklin,PA",PA,Venango County,-79.789181,41.501027
River Ridge Golf Course,Public,Public,9,"Franklin,PA",PA,Venango County,-79.754949,41.397712
Blue Mountain Golf Course,Public,Public,18,"Fredericksburg,PA",PA,Lebanon County,-76.404179,40.45959
River Forest Country Club,Semi Private,Public,18,"Freeport,PA",PA,Westmoreland County,-79.688254,40.65685
Buffalo Valley Country Club,Public,Public,18,"Freeport,PA",PA,Armstrong County,-79.689681,40.676189
Birdsfoot Golf Club,Public,Public,18,"Freeport,PA",PA,Armstrong County,-79.65966,40.746823
Cabin Greens Golf Course,Public,Public,9,"Freeport,PA",PA,Armstrong County,-79.611837,40.721151
Tall Pines Players Club,Public,Public,18,"Friendsville,PA",PA,Susquehanna County,-76.065938,41.888294
Piney Run Golf Course,Public,Public,9,"Garrett,PA",PA,Somerset County,-79.054052,39.89019
Gettysburg Country Club,Private,Private,9,"Gettysburg,PA",PA,Adams County,-77.257661,39.840402
Links At Gettysburg,Public,Public,18,"Gettysburg,PA",PA,Adams County,-77.22689,39.728316
Cedar Ridge Golf Course,Public,Public,18,"Gettysburg,PA",PA,Adams County,-77.190506,39.765237
Meadow Brook Golf Course,Public,Public,18,"Gettysburg,PA",PA,Adams County,-77.200292,39.782769
Treesdale Golf & Country Club,Semi Private,Public,54,"Gibsonia,PA",PA,Butler County,-80.025342,40.676248
Pheasant Ridge Golf Club,Public,Public,18,"Gibsonia,PA",PA,Allegheny County,-79.881214,40.666017
Pittsburgh National Golf Club,Public,Public,18,"Gibsonia,PA",PA,Allegheny County,-79.877574,40.651854
Twin Ponds Golf Course,Public,Public,18,"Gilbertsville,PA",PA,Montgomery County,-75.621313,40.298342
Gilbertsville Golf Club Inc,Public,Public,27,"Gilbertsville,PA",PA,Montgomery County,-75.579189,40.300017
Hickory Valley Golf Club,Public,Public,36,"Gilbertsville,PA",PA,Montgomery County,-75.575283,40.322529
Bella Vista Golf Course,Public,Public,18,"Gilbertsville,PA",PA,Montgomery County,-75.561524,40.279631
Pinecroft Golf Course,Public,Public,9,"Gillett,PA",PA,Bradford County,-76.646336,41.988052
Over Lake Golf Course,Public,Public,18,"Girard,PA",PA,Erie County,-80.354754,41.990417
Elk Valley Golf & Rec. Inc.,Public,Public,18,"Girard,PA",PA,Erie County,-80.211478,41.982919
Philadelphia Country Club,Private,Private,27,"Gladwyne,PA",PA,Montgomery County,-75.293248,40.0625
Clayton Park Golf Course,Municipal,Public,9,"Glen Mills,PA",PA,Delaware County,-75.527937,39.88578
The Golf Course At Glen Mills,Public,Public,18,"Glen Mills,PA",PA,Delaware County,-75.505413,39.915342
Bon Air Country Club,Private,Private,18,"Glen Rock,PA",PA,York County,-76.723691,39.75991
North Hills Country Club,Private,Private,18,"Glenside,PA",PA,Montgomery County,-75.170938,40.111175
Manada Golf Course,Public,Public,18,"Grantville,PA",PA,Dauphin County,-76.681122,40.39277
Macoby Run Golf Course,Public,Public,18,"Green Lane,PA",PA,Montgomery County,-75.469546,40.358208
Greencastle Greens Golf Club,Public,Public,18,"Greencastle,PA",PA,Franklin County,-77.748836,39.814658
Skyline Golf Course,Public,Public,27,"Greenfield Township,PA",PA,Lackawanna County,-75.569065,41.595962
Mount Odin Park Golf Course,Municipal,Public,18,"Greensburg,PA",PA,Westmoreland County,-79.571203,40.306944
Greensburg Country Club,Private,Private,18,"Greensburg,PA",PA,Westmoreland County,-79.56615,40.322657
Hannastown Golf Club,Private,Private,18,"Greensburg,PA",PA,Westmoreland County,-79.532635,40.323135
Totter Ridge Golf Club,Public,Public,18,"Greensburg,PA",PA,Westmoreland County,-79.503307,40.354344
Cherry Creek Golf Club,Public,Public,18,"Greensburg,PA",PA,Westmoreland County,-79.557912,40.237821
Valley Green Golf & Country Club,Public,Public,18,"Greensburg,PA",PA,Westmoreland County,-79.533098,40.253654
Paupack Hills Golf & Country Club,Semi Private,Public,18,"Greentown,PA",PA,Pike County,-75.243514,41.373263
Pine Hill Golf Course,Public,Public,18,"Greenville,PA",PA,Mercer County,-80.356757,41.428759
The Greens of Greenville,Public,Public,18,"Greenville,PA",PA,Mercer County,-80.366745,41.385208
Grove City Country Club,Private,Private,18,"Grove City,PA",PA,Mercer County,-80.110464,41.147832
Willow Hills Golf Course,Public,Public,9,"Grove City,PA",PA,Mercer County,-80.114199,41.163036
Pine Grove Golf Course Inc,Public,Public,18,"Grove City,PA",PA,Mercer County,-80.059056,41.179254
Mt. Hope Golf Course,Public,Public,18,"Guys Mills,PA",PA,Crawford County,-79.947893,41.59213
Walnut Acres Golf Course,Public,Public,9,"Hamburg,PA",PA,Berks County,-76.025439,40.541728
South Hills Golf Club,Public,Public,54,"Hanover,PA",PA,York County,-76.992664,39.772612
Downing Golf Course,Municipal,Public,18,"Harborcreek,PA",PA,Erie County,-79.964964,42.166385
Lederach Golf Club,Municipal,Public,18,"Harleysville,PA",PA,Montgomery County,-75.406966,40.25033
Strawberry Ridge Golf Course,Public,Public,18,"Harmony,PA",PA,Butler County,-80.146595,40.842032
Deep Valley Golf Course,Public,Public,18,"Harmony,PA",PA,Butler County,-80.099704,40.800565
Dauphin Highlands Golf Course,Municipal,Public,18,"Harrisburg,PA",PA,Dauphin County,-76.806908,40.230021
Harrisburg Country Club,Private,Private,18,"Harrisburg,PA",PA,Dauphin County,-76.903115,40.352656
Blue Ridge Country Club,Private,Private,18,"Harrisburg,PA",PA,Dauphin County,-76.84292,40.333737
Sportsmans Golf Course,Public,Public,18,"Harrisburg,PA",PA,Dauphin County,-76.847561,40.33207
Golf Club at Felicita,Public,Public,18,"Harrisburg,PA",PA,Dauphin County,-76.846194,40.366524
Colonial Country Club,Public,Public,18,"Harrisburg,PA",PA,Dauphin County,-76.813182,40.337804
Hartstown Golf Course,Public,Public,9,"Hartstown,PA",PA,Crawford County,-80.409643,41.541905
Twin Woods Golf Course LLC,Public,Public,9,"Hatfield,PA",PA,Montgomery County,-75.274935,40.28182
Llanerch Country Club,Private,Private,18,"Havertown,PA",PA,Delaware County,-75.312623,39.971717
Lords Valley Country Club Inc,Private,Private,18,"Hawley,PA",PA,Pike County,-75.060086,41.290355
Forest Lake Club,Private,Private,9,"Hawley,PA",PA,Pike County,-75.092149,41.532916
Woodloch Pines Resort,Semi Private,Public,18,"Hawley,PA",PA,Pike County,-75.104559,41.495414
Cricket Hill Golf Club,Public,Public,18,"Hawley,PA",PA,Pike County,-75.182759,41.42473
Eagle Rock Golf & Ski Resort,Public,Public,18,"Hazleton,PA",PA,Schuylkill County,-76.097202,40.919937
Silver Creek Country Club,Private,Private,27,"Hellertown,PA",PA,Northampton County,-75.33357,40.585328
Woodland Hills Country Club,Public,Public,18,"Hellertown,PA",PA,Northampton County,-75.273847,40.619953
Buhl Farm Golf Course,Public,Public,9,"Hermitage,PA",PA,Mercer County,-80.48767,41.249626
V.F.W. Golf Club,Public,Public,18,"Hermitage,PA",PA,Mercer County,-80.427328,41.235935
Tam O'Shanter Golf Course,Public,Public,18,"Hermitage,PA",PA,Mercer County,-80.45604,41.194579
Hershey Golf Club,Semi Private,Public,36,"Hershey,PA",PA,Dauphin County,-76.633938,40.297602
Spring Creek Golf Course,Public,Public,9,"Hershey,PA",PA,Dauphin County,-76.640111,40.289579
Village Green Golf Course,Public,Public,18,"Hickory,PA",PA,Washington County,-80.329256,40.280601
Hidden Valley Golf Club,Public,Public,18,"Hidden Valley,PA",PA,Somerset County,-79.248108,40.058479
Scotch Valley Country Club,Semi Private,Public,18,"Hollidaysburg,PA",PA,Blair County,-78.293355,40.496487
Old Town Run Par 3 Golf Course,Public,Public,9,"Hollidaysburg,PA",PA,Blair County,-78.386721,40.42623
Sylvan Hills Golf Course,Public,Public,9,"Hollidaysburg,PA",PA,Blair County,-78.38877,40.445444
Honesdale Golf Club,Private,Private,9,"Honesdale,PA",PA,Wayne County,-75.283689,41.588094
Honeybrook Golf Club,Public,Public,18,"Honey Brook,PA",PA,Chester County,-75.892423,40.081075
Ponderosa Golf Course,Public,Public,18,"Hookstown,PA",PA,Beaver County,-80.44567,40.489021
Squires Golf Course,Private,Private,18,"Horsham,PA",PA,Montgomery County,-75.207607,40.208444
Commonwealth National Golf Club,Semi Private,Public,18,"Horsham,PA",PA,Montgomery County,-75.16561,40.203023
Susquehanna Valley Country Club,Private,Private,18,"Hummels Wharf,PA",PA,Snyder County,-76.839377,40.831865
Beaver Bend Par 3,Public,Public,18,"Hummelstown,PA",PA,Dauphin County,-76.737123,40.265421
Deer Valley Golf Course,Public,Public,18,"Hummelstown,PA",PA,Dauphin County,-76.713101,40.299204
Hersey Links Golf Course,Public,Public,18,"Hummelstown,PA",PA,Dauphin County,-76.683135,40.30903
Morgan Hills,Public,Public,9,"Hunlock Creek,PA",PA,Luzerne County,-76.164219,41.228696
Huntingdon Valley Country Club,Private,Private,36,"Huntingdon Valley,PA",PA,Montgomery County,-75.094442,40.135537
Philmont Country Club,Private,Private,36,"Huntingdon Valley,PA",PA,Montgomery County,-75.04684,40.126522
Meadowbrook Golf Course,Semi Private,Public,18,"Huntingdon Valley,PA",PA,Montgomery County,-75.076048,40.111706
Huntingdon Country Club,Public,Public,18,"Huntingdon,PA",PA,Huntingdon County,-78.053053,40.483168
Standing Stone Golf Club,Public,Public,18,"Huntingdon,PA",PA,Huntingdon County,-77.972049,40.530671
King Valley Golf Course,Public,Public,18,"Imler,PA",PA,Bedford County,-78.481004,40.245448
Indiana Country Club,Private,Private,18,"Indiana,PA",PA,Indiana County,-79.134839,40.635845
The Indain Springs Golf and Country Club,Public,Public,18,"Indiana,PA",PA,Indiana County,-79.166295,40.59442
Meadow Lane Golf Course,Public,Public,18,"Indiana,PA",PA,Indiana County,-79.123118,40.639952
Deer Trails Country Club,Private,Private,9,"Industry,PA",PA,Beaver County,-80.429823,40.671967
River's Edge Golf Club,Public,Public,9,"Industry,PA",PA,Beaver County,-80.389242,40.654576
Irwin Country Club,Public,Public,18,"Irwin,PA",PA,Westmoreland County,-79.705421,40.363713
Walnut Creek Golf Club,Public,Public,9,"Jamestown,PA",PA,Crawford County,-80.443498,41.499622
Pleasant Acres Golf Course,Public,Public,18,"Jamestown,PA",PA,Mercer County,-80.390709,41.482367000000004
Neshaminy Valley Golf Club,Public,Public,18,"Jamison,PA",PA,Bucks County,-75.067079,40.241434
The Bucks Club,Public,Public,18,"Jamison,PA",PA,Bucks County,-75.085511,40.266165
The Club At Blackthorne,Public,Public,9,"Jeannette,PA",PA,Westmoreland County,-79.645023,40.392989
Kistler's Golf,Public,Public,18,"Jeannette,PA",PA,Westmoreland County,-79.633643,40.344975
Alverthorpe Park Golf Course,Municipal,Public,18,"Jenkintown,PA",PA,Montgomery County,-75.117493,40.092737
Abington Country Club,Private,Private,9,"Jenkintown,PA",PA,Montgomery County,-75.121629,40.089107
Johnstown Municipal Golf Course,Municipal,Public,9,"Johnstown,PA",PA,Cambria County,-78.932409,40.29232
Sunnehanna Country Club,Semi Private,Public,18,"Johnstown,PA",PA,Cambria County,-78.945517,40.32153
North Fork Golf & Tennis,Public,Public,18,"Johnstown,PA",PA,Somerset County,-78.993198,40.268573
Richland Green Golf Center,Public,Public,18,"Johnstown,PA",PA,Cambria County,-78.871992,40.284137
Pike Run Country Club,Private,Private,9,"Jones Mills,PA",PA,Westmoreland County,-79.359361,40.098395
Monroe Valley Golf Course,Public,Public,18,"Jonestown,PA",PA,Lebanon County,-76.491599,40.474957
Kane Country Club,Public,Public,18,"Kane,PA",PA,McKean County,-78.62363,41.663222
Kennett Square Golf and Country Club,Private,Private,18,"Kennett Square,PA",PA,Chester County,-75.715087,39.866236
Gulph Mills Golf Club,Semi Private,Public,18,"King of Prussia,PA",PA,Montgomery County,-75.340641,40.074243
Kittanning Country Club,Semi Private,Public,18,"Kittanning,PA",PA,Armstrong County,-79.556317,40.801992
Twin Lakes Par 3 Golf Course,Public,Public,9,"Kittanning,PA",PA,Armstrong County,-79.514888,40.811408
Hi Level Golf Course,Public,Public,18,"Kossuth,PA",PA,Clarion County,-79.576494,41.285778
Indian Mountain Golf Course,Public,Public,9,"Kresgeville,PA",PA,Monroe County,-75.518903,40.972332
The Hideaway Hills Golf Club,Public,Public,18,"Kresgeville,PA",PA,Monroe County,-75.503076,40.883718
Berkleigh Country Club,Public,Public,18,"Kutztown,PA",PA,Berks County,-75.819708,40.493098
Woo;dbridge Golf Course,Public,Public,18,"Kutztown,PA",PA,Berks County,-75.703962,40.554575
Whitemarsh Valley Country Club,Private,Private,18,"Lafayette Hill,PA",PA,Montgomery County,-75.236528,40.093911
Green Valley Country Club,Semi Private,Public,18,"Lafayette Hill,PA",PA,Montgomery County,-75.276712,40.092128
The ACE Club,Semi Private,Public,18,"Lafayette Hill,PA",PA,Montgomery County,-75.249754,40.077999
The Hideout Golf,Private,Private,9,"Lake Ariel,PA",PA,Wayne County,-75.318469,41.458221
Split Rock Resort and Country Club,Public,Public,27,"Lake Harmony,PA",PA,Carbon County,-75.606355,41.073003
Scranton Canoe Club,Private,Private,9,"Lake Winola,PA",PA,Wyoming County,-75.85158,41.50848
Overlook Golf Course,Municipal,Public,18,"Lancaster,PA",PA,Lancaster County,-76.308506,40.082065
Conestoga Country Club,Private,Private,18,"Lancaster,PA",PA,Lancaster County,-76.355084,40.030219
Meadia Heights Golf Club,Semi Private,Public,18,"Lancaster,PA",PA,Lancaster County,-76.294035,40.010421
Lancaster Country Club,Semi Private,Public,36,"Lancaster,PA",PA,Lancaster County,-76.27425,40.063377
Willow Valley Golf Course,Public,Public,9,"Lancaster,PA",PA,Lancaster County,-76.287191000000007,39.993853
Lancaster Host Golf Resort,Public,Public,18,"Lancaster,PA",PA,Lancaster County,-76.212529,40.02617
Olde Hickory Golf Course,Public,Public,9,"Lancaster,PA",PA,Lancaster County,-76.284579,40.087547
Chisel Creek Golf Club,Public,Public,18,"Landenberg,PA",PA,Chester County,-75.821193,39.739957
Four Seasons Golf Course,Municipal,Public,18,"Landisville,PA",PA,Lancaster County,-76.41087,40.069253
Middletown Country Club,Municipal,Public,18,"Langhorne,PA",PA,Bucks County,-74.922183,40.181943
Pine Crest Golf Club,Public,Public,18,"Lansdale,PA",PA,Montgomery County,-75.239501,40.256427
Latrobe Elks Golf Club,Private,Private,18,"Latrobe,PA",PA,Westmoreland County,-79.371839,40.33747
Latrobe Country Club,Semi Private,Public,18,"Latrobe,PA",PA,Westmoreland County,-79.375872,40.27738
Glengarry Golf Links,Public,Public,18,"Latrobe,PA",PA,Westmoreland County,-79.427709,40.235649
Lebanon Country Club,Private,Private,18,"Lebanon,PA",PA,Lebanon County,-76.46995,40.315075
Royal Oaks Golf Course,Public,Public,18,"Lebanon,PA",PA,Lebanon County,-76.467913,40.316432
Fairview Golf Course,Public,Public,18,"Lebanon,PA",PA,Lebanon County,-76.4305,40.285213
Pine Meadows Golf Complex,Public,Public,18,"Lebanon,PA",PA,Lebanon County,-76.426831,40.408014
Freeport Mills Golf Course,Public,Public,9,"Lebanon,PA",PA,Lebanon County,-76.387784,40.398296
Iron Valley Golf Club,Public,Public,18,"Lebanon,PA",PA,Lebanon County,-76.38452,40.268783
Willow Hollow Golf Course,Public,Public,18,"Leesport,PA",PA,Berks County,-76.007857,40.388888
Mahoning Valley Country Club,Public,Public,18,"Lehighton,PA",PA,Carbon County,-75.790065,40.801242
Bucknell Golf Club,Private,Private,18,"Lewisburg,PA",PA,Union County,-76.905189,40.951365
Lewistown Country Club,Public,Public,18,"Lewistown,PA",PA,Mifflin County,-77.636137,40.561939
Rolling Rock Club,Private,Private,18,"Ligonier,PA",PA,Westmoreland County,-79.240229,40.24181
Ligonier Country Club,Private,Private,18,"Ligonier,PA",PA,Westmoreland County,-79.228371,40.24671
Laurel Valley Golf Club,Semi Private,Public,18,"Ligonier,PA",PA,Westmoreland County,-79.239862,40.225461
Timberlink Golf Course,Public,Public,18,"Ligonier,PA",PA,Westmoreland County,-79.223795,40.231818
Ridgeview Golf Course,Public,Public,9,"Ligonier,PA",PA,Westmoreland County,-79.199077,40.249463
Limerick Golf Club,Public,Public,18,"Limerick,PA",PA,Montgomery County,-75.534394,40.228015
Turtle Creek Golf Course,Public,Public,27,"Limerick,PA",PA,Montgomery County,-75.518345,40.228614
Linfield National Golf Club,Public,Public,18,"Linfield,PA",PA,Chester County,-75.576317,40.209328
Bent Creek Country Club,Private,Private,18,"Lititz,PA",PA,Lancaster County,-76.344196,40.122141
Quail Valley Golf Club,Public,Public,18,"Littlestown,PA",PA,Adams County,-77.135838,39.735382
Flatbush Golf Course,Public,Public,18,"Littlestown,PA",PA,Adams County,-77.079303,39.787045
Immergrun Golf Course,Public,Public,9,"Loretto,PA",PA,Cambria County,-78.614856,40.53386
Hill Crest Country Club,Private,Private,18,"Lower Burrell,PA",PA,Westmoreland County,-79.696535,40.590539
Belles Spring Golf Course,Municipal,Public,18,"Mackeyville,PA",PA,Clinton County,-77.464908,41.054786
Brookside Country Club,Private,Private,18,"Macungie,PA",PA,Lehigh County,-75.561595,40.547132
